index,category,Document No.,Document Title
1832,PID,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1833,PID,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1834,PID,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1835,PID,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1836,PID,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1837,PID,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1838,PID,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1839,PID,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1840,PID,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1841,PID,079254C-1D05-PID-0021-414-01,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
ESD LOGIC RESET & MASTER POS
ENABLE"
1842,PID,079254C-1D05-PID-0021-500-01,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
EDG LOGIC UNDER ELECTRICAL
SUBSTATION
AREA D POWER FAILURE"
1843,PID,079254C-1D05-PID-0021-691-01,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1844,PID,079254C-1D05-PID-0021-691-01,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1845,PID,079254C-1D05-PID-0021-691-01,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1846,PID,079254C-1D05-PID-0021-691-02,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1847,PID,079254C-1D05-PID-0021-691-02,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1848,PID,079254C-1D05-PID-0021-691-02,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1849,SP,079254C-1D05-SP-0810-009,"MECHANICAL DATA SHEET FOR HSO
RECYCLE EXCHANGER CONDENSATE
POT 05-V-009"
1850,SP,079254C-1D05-SP-0810-014,"MECHANICAL DATA SHEET FOR
PRESATURATOR WATER DRAOFF POT
05-V-021"
1851,SP,079254C-1D05-SP-0810-015,"MECHANICAL DATA SHEET FOR
DEBUTANIZER REBOILER
CONDENSATE POT 05-V-015"
1852,SP,079254C-1D05-SP-0844-001,"MECHANICAL DATA SHEET FOR
SPONGE OIL COALESCER 05-V-020"
1853,TSI,079254C-1D05-TSI-PTJ-13-00014,"TECHNICAL SITE INSTRUCTION -
MISSING SPOOLS ADDED AND
UPDATED CONTINUATION ON
ISOMETRICS"
1854,TSI,079254C-1D05-TSI-PTJ-13-00015,"TECHNICAL SITE INSTRUCTION -
ADJUST THE COMPONENTS BASED ON
THE LATEST INFORMATION FROM
THE VENDOR'S DRAWING AND PID"
1855,TSI,079254C-1D05-TSI-PTJ-13-00016,TECHNICAL SITE INSTRUCTION - UPDATED SUPPORT DIMENSION
1856,TSI,079254C-1D05-TSI-PTJ-13-00017,TECHNICAL SITE INSTRUCTION -UPDATED SUPPORT DIMENSION
1857,TSI,079254C-1D05-TSI-PTJ-13-00027,TECHNICAL SITE INSTRUCTION - SUPPORT S-1D05-093 UPDATE
1858,TSI,079254C-1D05-TSI-PTJ-13-00030,TECHNICAL SITE INSTRUCTION - SPECIAL SUPPORTS UPDATED AND REVISED
1859,TSI,079254C-1D05-TSI-PTJ-13-00031,TECHNICAL SITE INSTRUCTION - STD SUPPORTS REPLACED WITH SPECIAL SUPPORTS
1860,TSI,079254C-1D05-TSI-PTJ-13-00032,TECHNICAL SITE INSTRUCTION - PIPING COMPONENT UPDATED IN BOM
1861,TSI,079254C-1D05-TSI-PTJ-13-00034,TECHNICAL SITE INSTRUCTION STD SUPPORTS REPLACED WITH SPECIAL SUPPORTS
1862,TSI,079254C-1D05-TSI-PTJ-13-00036,TECHNICAL SITE INSTRUCTION - MODIFIED ROUTING DUE NEW POSITION NOZZLE
1863,TSI,079254C-1D05-TSI-PTJ-13-00042,TECHNICAL SITE INSTRUCTION -REVISED SUPPORT FOR SITECONDITION
1864,TSI,079254C-1D05-TSI-PTJ-13-00044,TECHNICAL SITE INSTRUCTION -REVISED SUPPORT FOR SITE CONDITION
1865,TSI,079254C-1D05-TSI-PTJ-13-00046,TECHNICAL SITE INSTRUCTION -REVISED SUPPORTS AND ROUTING AS PER SITE CONDITION
1866,TSI,079254C-1D05-TSI-PTJ-15-00004,TECHNICAL SITE INSTRUCTION - INSERT NEW TYPICAL SUPPORTS
1867,TSI,079254C-1D05-TSI-PTJ-17-00014,"TECHNICAL SITE INSTRUCTION -
POSITIONING / COORDINETES OF
FOUNDATION FOR: 05-V-026, 49-
BA-503, 49-P-503A/B, 49-SHT-
100"
1868,TSI,079254C-1D05-TSI-PTJ-17-00027,"TECHNICAL SITE INSTRUCTIONREDUCTION
OF LENGTH OF POCKET
FOR KNIFE GATE 05-BA-002"
1869,TSI,079254C-1D05-TSI-PTJ-17-00030,"TECHNICAL SITE INSTRUCTION -
POST-INSTALLATION OF VERTICAL
REBARS FOR PEDESTAL P10 OF 05-
E-001 FOUNDATION"
1870,TSI,079254C-1D05-TSI-PTJ-17-00031,"TECHNICAL SITE INSTRUCTION -
CLARIFICATION OF POSTINSTALLED
ANCHORS ON DETAIL 1
& DETAIL 2"
1871,TSI,079254C-1D05-TSI-PTJ-17-00034,"TECHNICAL SITE INSTRUCTION -
POSITION OF CHEMICAL BOLTS FOR
LADDER INSTALLATION IN BASINS,
MANHOLES AND CATCH BASINS"
1872,TSI,079254C-1D05-TSI-PTJ-17-00034,"TECHNICAL SITE INSTRUCTION -
POSITION OF CHEMICAL BOLTS FOR
LADDER INSTALLATION IN BASINS,
MANHOLES AND CATCH BASINS"
1873,TSI,079254C-1D05-TSI-PTJ-17-00035,"TECHNICAL SITE INSTRUCTION -
CLARIFICATION OF STEEL
REINFORCEMENT ON SLOPED SLAB
OF COKE DRUM STRUCTURE AND
POST-INSTALL"
1874,TSI,079254C-1D05-TSI-PTJ-17-00043,"TSI FOR LOCATION OF ISOLATED
SUPPORT FOUNDATIONS (05-IS-
443) AND UPDATED ISOMETRIC OF
4""-OSW-1D05CIV306-AFV0SU0-N"
1875,TSI,079254C-1D05-TSI-PTJ-18-00004,"TSI - EXTENSION OF MONORAIL
BEAM AND ADDITION OF NEW
SUPPORTING MEMBERS AS
ENFORCEMENT OF THE PLATFROM
STRUCTURE 05-PLT"
1876,TSI,079254C-1D05-TSI-PTJ-18-00005,"TSI - 05-STR-904 INSTALLATION
OF FIRE PROTECTION SHIELD (REI
120) INCLUDING THE SUPPORTING
STEEL ELEMENTS AND FIRE DOOR"
1877,TSI,079254C-1D05-TSI-PTJ-25-00004,"TECHNICAL SITE INSTRUCTION -
PIPE SUPPORTS MODIFICATION FOR
INTERNAL AGITATION RING 05-TK-
001"
1878,TSI,079254C-1D05-TSI-PTJ-25-00008,TECHNICAL SITE INSTRUCTION -INSTALLATION OF SUPPORT PLATEFOR INTERNAL PIPE SPOOL WELDEDTO NOZZLE 4N - 05-TK-001
1879,TSI,079254C-1D05-TSI-PTJ-68-00009,TECHNICAL SITE INSTRUCTION -ADDITIONAL NO. 4 BEAMS FOR THEINSTALLATION OF THE CROSSâ€¢-OVERSPRING SUPPORTS
1880,TSI,079254C-1D05-TSI-PTJ-68-00013,TECHNICAL SITE INSTRUCTION - MODIFICATION OF SUPPORT OF HOT FLUE GAS DUCT FOR HEATER 05-H-001
1881,NM,079254C-1D49-NM-9001-001,"SYSTEM COMPONENT LIST - 15-
1D49-C-000-01 - STRUCTURES"
1882,NM,079254C-1D49-NM-9001-002,"SYSTEM COMPONENT LIST - 15-
1D49-C-000-02 - PIPERACK"
1883,NM,079254C-1D49-NM-9001-003,"SYSTEM COMPONENT LIST - 15-
1D49-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
1884,NM,079254C-1D49-NM-9001-006,"SYSTEM COMPONENT LIST - 15-
1D49-U-000-01 - INSTRUMENT AIR"
1885,NM,079254C-1D49-NM-9001-007,"SYSTEM COMPONENT LIST - 15-
1D49-U-000-02 - PLANT AIR"
1886,NM,079254C-1D49-NM-9001-008,"SYSTEM COMPONENT LIST - 15-
1D49-U-000-04 - SERVICE WATER"
1887,NM,079254C-1D49-NM-9001-009,"SYSTEM COMPONENT LIST - 15-
1D49-U-000-05 - POTABLE WATER"
1888,NM,079254C-1D49-NM-9001-010,"SYSTEM COMPONENT LIST - 15-
1D49-P-000-01 - DEWATERED
SLUDGE"
1889,NM,079254C-1D49-NM-9001-011,"SYSTEM COMPONENT LIST - 15-
1D49-P-000-02 - SLUDGE
DEWATERING PACKAGE"
1890,NM,079254C-1D49-NM-9001-012,"SYSTEM COMPONENT LIST - 15-
1D49-P-000-03 - CHEMICALS -
POLYELECTROLYTE"
1891,PID,079254C-1D49-PID-0031-003-01,"P&I DIAGRAM SDU UNIT
POLYELECTROLYTE STORAGE &
DOSING SYSTEM FOR SLUDGE
DEWATERING (EX. 079254C-1F52-
PID-0021-037-01)"
1892,PID,079254C-1D49-PID-0031-003-01,"P&I DIAGRAM SDU UNIT
POLYELECTROLYTE STORAGE &
DOSING SYSTEM FOR SLUDGE
DEWATERING (EX. 079254C-1F52-
PID-0021-037-01)"
1893,PID,079254C-1D49-PID-0031-003-01,"P&I DIAGRAM SDU UNIT
POLYELECTROLYTE STORAGE &
DOSING SYSTEM FOR SLUDGE
DEWATERING (EX. 079254C-1F52-
PID-0021-037-01)"
1894,PID,079254C-1D49-PID-0031-003-01,"P&I DIAGRAM SDU UNIT
POLYELECTROLYTE STORAGE &
DOSING SYSTEM FOR SLUDGE
DEWATERING (EX. 079254C-1F52-
PID-0021-037-01)"
1895,PID,079254C-1D49-PID-0031-003-01,"P&I DIAGRAM SDU UNIT
POLYELECTROLYTE STORAGE &
DOSING SYSTEM FOR SLUDGE
DEWATERING (EX. 079254C-1F52-
PID-0021-037-01)"
1896,PID,079254C-1D49-PID-0031-601-01,"PIPING & INSTRUMENT DIAGRAM
SLUDGE DEWATERING UNIT (SDU)
POTABLE WATER DISTRIBUTION
UTILITY AREA D UNIT 49"
1897,PID,079254C-1D49-PID-0031-601-01,"PIPING & INSTRUMENT DIAGRAM
SLUDGE DEWATERING UNIT (SDU)
POTABLE WATER DISTRIBUTION
UTILITY AREA D UNIT 49"
1898,PID,079254C-1D49-PID-0031-601-01,"PIPING & INSTRUMENT DIAGRAM
SLUDGE DEWATERING UNIT (SDU)
POTABLE WATER DISTRIBUTION
UTILITY AREA D UNIT 49"
1899,PID,079254C-1D49-PID-0031-601-01,"PIPING & INSTRUMENT DIAGRAM
SLUDGE DEWATERING UNIT (SDU)
POTABLE WATER DISTRIBUTION
UTILITY AREA D UNIT 49"
1900,SP,079254C-1D49-SP-4210-001,"MECHANICAL D/S DUTY
SPECIFICATION SLUDGE
DEWATERING PACKAGE A/B&
POLYELECTROLYTE STOR & SLUDGE
DEWAT DOSING SYSTEM"
1901,DW,079254C-1D55-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1902,DW,079254C-1D55-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1903,DW,079254C-1D55-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1904,DW,079254C-1D55-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1905,DW,079254C-1D55-DW-1622-002-01,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1906,DW,079254C-1D55-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1907,DW,079254C-1D55-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1908,DW,079254C-1D55-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1909,DW,079254C-1D55-DW-1622-002-02,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1910,DW,079254C-1D55-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1911,DW,079254C-1D55-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1912,DW,079254C-1D55-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1913,DW,079254C-1D55-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1914,DW,079254C-1D55-DW-1622-002-03,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1915,DW,079254C-1D55-DW-1622-002-04,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1916,DW,079254C-1D55-DW-1622-002-04,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1917,DW,079254C-1D55-DW-1622-002-05,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1918,DW,079254C-1D55-DW-1622-002-05,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1919,DW,079254C-1D55-DW-1622-002-05,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1920,DW,079254C-1D55-DW-1622-002-05,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1921,DW,079254C-1D55-DW-1622-002-06,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1922,DW,079254C-1D55-DW-1622-002-06,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1923,DW,079254C-1D55-DW-1622-002-06,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1924,DW,079254C-1D55-DW-1622-002-06,"POWER SYSTEM INSTALLATION
LAYOUT - AREA 1D55"
1925,DW,079254C-1D55-DW-1742-001-09,"UNIT 1D55 - CKSU - DETAILS AND
POSITIONS OF EMBEDDED PLATES
ON 55-SHT-100 CONCRETE COLUMNS"
1926,DW,079254C-1D55-DW-1745-010-01,"UNIT 1D55 - CKSU - FOUNDATION
FOR MISC. PIPE SUPPORTS 55-IS-
100"
1927,DW,079254C-1D55-DW-1745-010-01,"UNIT 1D55 - CKSU - FOUNDATION
FOR MISC. PIPE SUPPORTS 55-IS-
100"
1928,DW,079254C-1D55-DW-1845-010-01,"UNIT 1D55 - CKSU - MISC. STEEL
FOR PIPE SUPPORTS (55-IS-100)"
1929,NM,079254C-1D55-NM-9001-001,"SYSTEM COMPONENT LIST - 15-
1D55-C-000-01 - STRUCTURES"
1930,NM,079254C-1D55-NM-9001-002,"SYSTEM COMPONENT LIST - 15-
1D55-C-000-02 - PIPERACK"
1931,NM,079254C-1D55-NM-9001-003,"SYSTEM COMPONENT LIST - 15-
1D55-C-000-03 - PAVING, ROADS
AND YARDS"
1932,NM,079254C-1D55-NM-9001-004,"SYSTEM COMPONENT LIST - 15-
1D55-E-000-01 - LIGHTING AND
SMALL POWER"
1933,NM,079254C-1D55-NM-9001-005,"SYSTEM COMPONENT LIST - 15-
1D55-E-000-02 - EARTHING AND
LIGHTNING"
1934,NM,079254C-1D55-NM-9001-006,"SYSTEM COMPONENT LIST - 15-
1D55-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
1935,NM,079254C-1D55-NM-9001-009,"SYSTEM COMPONENT LIST - 15-
1D55-J-000-05 - FIRE AND GAS
DETECTION"
1936,NM,079254C-1D55-NM-9001-010,"SYSTEM COMPONENT LIST - 15-
1D55-F-000-02 - DELUGE SYSTEMS"
1937,NM,079254C-1D55-NM-9001-011,"SYSTEM COMPONENT LIST - 15-
1D55-X-000-01 - OILY WATER
SEWER"
1938,NM,079254C-1D55-NM-9001-012,"SYSTEM COMPONENT LIST - 15-
1D55-U-000-01 - INSTRUMENT AIR"
1939,NM,079254C-1D55-NM-9001-013,"SYSTEM COMPONENT LIST - 15-
1D55-U-000-02 - PLANT AIR"
1940,NM,079254C-1D55-NM-9001-014,"SYSTEM COMPONENT LIST - 15-
1D55-U-000-04 - SERVICE WATER"
1941,NM,079254C-1D55-NM-9001-015,"SYSTEM COMPONENT LIST - 15-
1D55-U-000-05 - POTABLE WATER"
1942,NM,079254C-1D55-NM-9001-016,"SYSTEM COMPONENT LIST - 15-
1D55-U-000-11 - LP STEAM"
1943,NM,079254C-1D55-NM-9001-017,"SYSTEM COMPONENT LIST - 15-
1D55-U-000-48 - CND -
CONDENSATE"
1944,NM,079254C-1D55-NM-9001-018,"SYSTEM COMPONENT LIST - 15-
1D55-P-000-01 - COKE HANDLING
AND STORAGE"
1945,MTO,079254C-1D55-MTO-1745-010,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORT 55-IS-100"
1946,MTO,079254C-1D55-MTO-1745-010,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORT 55-IS-100"
1947,MTO,079254C-1D55-MTO-1845-010,"MATERIAL TAKE-OFF FOR MISC.
STEEL FOR PIPE SUPPORTS (55-
IS-100)"
1948,MTO,079254C-1D55-MTO-1845-010,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-300"
1949,PID,079254C-1D55-PID-0021-691-01,PIPING & INSTRUMENT DIAGRAM - COKE HANDLING AND STORAGE UNIT (CKSU) - CONDENSATE POTS DETAILS
1950,PID,079254C-1D55-PID-0021-691-01,PIPING & INSTRUMENT DIAGRAM - COKE HANDLING AND STORAGE UNIT (CKSU) - CONDENSATE POTS DETAILS
1951,PID,079254C-1D55-PID-0021-691-01,PIPING & INSTRUMENT DIAGRAM - COKE HANDLING AND STORAGE UNIT (CKSU) - CONDENSATE POTS DETAILS
1952,PID,079254C-1D55-PID-0021-691-01,PIPING & INSTRUMENT DIAGRAM - COKE HANDLING AND STORAGE UNIT (CKSU) - CONDENSATE POTS DETAILS
1953,TSI,079254C-1D55-TSI-PTJ-13-00001,"TECHNICAL SITE INSTRUCTION -
UPDATE POSITION OF CONTROL
ROOM 55-PK-001/Z-17"
1954,TSI,079254C-1D55-TSI-PTJ-14-00002,TECHNICAL SITE INSTRUCTION - U/G SERVICES FOR NEW POSITION OF 55-PK-001/Z-17
1955,TSI,079254C-1D55-TSI-PTJ-17-00010,TSI - RELEASE HOLD FOR SMALL SUPPORTS AT 55-PK-001
1956,DW,079254C-1D71-DW-1522-001,"INSTRUMENT POWER SUPPLY
DISTRIBUTION - LCB-1D-01"
1957,DW,079254C-1D71-DW-1522-001,"INSTRUMENT POWER SUPPLY
DISTRIBUTION - LCB-1D-01"
1958,DW,079254C-1D71-DW-1522-001,"INSTRUMENT POWER SUPPLY
DISTRIBUTION - LCB-1D-01"
1959,NM,079254C-1D71-NM-9001-001,"SYSTEM COMPONENT LIST - 06-
1D71-E-PEB-02 - EARTHING AND
LIGHTNING"
1960,NM,079254C-1D71-NM-9001-002,"SYSTEM COMPONENT LIST - 06-
1D71-E-PEB-03 - MV SECTION_11
KV"
1961,NM,079254C-1D71-NM-9001-003,"SYSTEM COMPONENT LIST - 06-
1D71-E-PEB-04 - MV SECTION_
6,6 KV"
1962,NM,079254C-1D71-NM-9001-004,"SYSTEM COMPONENT LIST - 06-
1D71-E-PEB-05 - LV SECTION
_0,4 KV"
1963,NM,079254C-1D71-NM-9001-005,"SYSTEM COMPONENT LIST - 06-
1D71-E-PEB-06 - GENERAL
SERVICE BOARD"
1964,NM,079254C-1D71-NM-9001-006,"SYSTEM COMPONENT LIST - 06-
1D71-E-PEB-07 - EMERGENCY
DIESEL GENERATOR"
1965,NM,079254C-1D71-NM-9001-007,"SYSTEM COMPONENT LIST - 06-
1D71-E-PEB-08 - AC UPS CURRENT"
1966,NM,079254C-1D71-NM-9001-008,"SYSTEM COMPONENT LIST - 06-
1D71-E-PEB-09 - DC UPS CURRENT"
1967,NM,079254C-1D71-NM-9001-009,"SYSTEM COMPONENT LIST - 06-
1D71-E-PEB-10 - ECMS"
1968,NM,079254C-1D71-NM-9001-010,"SYSTEM COMPONENT LIST - 06-
1D71-E-PEB-13 - VFD
DISTRIBUTION PANEL"
1969,NM,079254C-1D71-NM-9001-011,"SYSTEM COMPONENT LIST - 06-
1D71-I-PEB-07 - INTERFACE
MARSHALLING PANEL"
1970,NM,079254C-1D71-NM-9002-001,"SYSTEM COMPONENT LIST - 06-
1D71-E-LCB-02 - EARTHING AND
LIGHTNING"
1971,NM,079254C-1D71-NM-9002-002,"SYSTEM COMPONENT LIST - 06-
1D71-I-LCB-01 - DCS SYSTEM"
1972,NM,079254C-1D71-NM-9002-003,"SYSTEM COMPONENT LIST - 06-
1D71-I-LCB-02 - ESD SYSTEM"
1973,NM,079254C-1D71-NM-9002-004,"SYSTEM COMPONENT LIST - 06-
1D71-I-LCB-03 - FIRE AND GAS
SYSTEM"
1974,NM,079254C-1D71-NM-9002-005,"SYSTEM COMPONENT LIST - 06-
1D71-I-LCB-04 - MACHINE
MONITORING SYSTEM (MMS)"
1975,NM,079254C-1D71-NM-9002-006,"SYSTEM COMPONENT LIST - 06-
1D71-I-LCB-06 - COMMUNICATION
SYSTEM"
1976,TSI,079254C-1D71-TSI-PTJ-16-00002,TECHNICAL SITE INSTRUCTION - CABLE TRAY SUPPORT MODIFICATION AS PER SITE CONDITION
1977,DW,079254C-1E09-DW-0051-001-02,"AMINE REGENERATION UNIT 09
(ARU) - MAIN SUPPORT &
PLATFORM LOCATION PLAN"
1978,DW,079254C-1E09-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1E09"
1979,DW,079254C-1E09-DW-1360-000,"PIPING SPECIAL SUPPORTS
COLLECTION - UNIT 1E09"
1980,DW,079254C-1E09-DW-1360-520-1,SPECIAL SUPPORT S-1E09_520
1981,DW,079254C-1E09-DW-1360-520-2,SPECIAL SUPPORT S-1E09_520
1982,DW,079254C-1E09-DW-1360-520-3,SPECIAL SUPPORT S-1E09_520
1983,DW,079254C-1E09-DW-1360-521-1,SPECIAL SUPPORT S-1E09_521
1984,DW,079254C-1E09-DW-1360-522-1,SPECIAL SUPPORT S-1E09_522
1985,DW,079254C-1E09-DW-1622-002-01,POWER SYSTEM INSTALLATION LAYOUT - AREA 1E09
1986,DW,079254C-1E09-DW-1622-002-01,POWER SYSTEM INSTALLATION LAYOUT - AREA 1E09
1987,DW,079254C-1E09-DW-1622-002-01,POWER SYSTEM INSTALLATION LAYOUT - AREA 1E09
1988,DW,079254C-1E09-DW-1622-002-02,POWER SYSTEM INSTALLATION LAYOUT - AREA 1E09
1989,DW,079254C-1E09-DW-1622-002-02,POWER SYSTEM INSTALLATION LAYOUT - AREA 1E09
1990,DW,079254C-1E09-DW-1622-002-02,POWER SYSTEM INSTALLATION LAYOUT - AREA 1E09
1991,DW,079254C-1E09-DW-1622-002-03,POWER SYSTEM INSTALLATION LAYOUT - AREA 1E09
1992,DW,079254C-1E09-DW-1622-002-03,POWER SYSTEM INSTALLATION LAYOUT - AREA 1E09
1993,DW,079254C-1E09-DW-1622-002-03,POWER SYSTEM INSTALLATION LAYOUT - AREA 1E09
1994,DW,079254C-1E09-DW-1745-004-01,"UNIT 1E09 - FOUNDATION FOR
MISC. SUPPORTS 09-IS-001"
1995,DW,079254C-1E09-DW-1745-004-01,"UNIT 1E09 - FOUNDATION FOR
MISC. SUPPORTS 09-IS-001"
1996,DW,079254C-1E09-DW-1745-004-02,"UNIT 1E09 - FOUNDATION FOR
MISC. SUPPORTS 09-IS-001"
1997,DW,079254C-1E09-DW-1845-004-01,"UNIT 1E09 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS
09-IS-001"
1998,NM,079254C-1E09-NM-9001-001,SYSTEM COMPONENT LIST - 10-1E09-C-000-01 - STRUCTURES
1999,NM,079254C-1E09-NM-9001-002,"SYSTEM COMPONENT LIST - 10-
1E09-C-000-02 - PIPERACK"
2000,NM,079254C-1E09-NM-9001-003,"SYSTEM COMPONENT LIST - 10-
1E09-C-000-03 - PAVING, ROADS
AND TRENCHES"
2001,NM,079254C-1E09-NM-9001-004,"SYSTEM COMPONENT LIST - 10-
1E09-E-000-01 - LIGHTING AND
SMALL POWER"
2002,NM,079254C-1E09-NM-9001-004,"SYSTEM COMPONENT LIST - 10-
1E09-E-000-01 - LIGHTING AND
SMALL POWER"
2003,NM,079254C-1E09-NM-9001-005,"SYSTEM COMPONENT LIST - 10-
1E09-E-000-02 - EARTHING AND
LIGHTNING"
2004,NM,079254C-1E09-NM-9001-006,"SYSTEM COMPONENT LIST - 10-
1E09-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
2005,NM,079254C-1E09-NM-9001-007,"SYSTEM COMPONENT LIST - 10-
1E09-J-000-02 - TELEPHONE
SYSTEM"
2006,NM,079254C-1E09-NM-9001-008,"SYSTEM COMPONENT LIST - 10-
1E09-J-000-03 - PAGA AND
INTERCOM SYSTEM"
2007,NM,079254C-1E09-NM-9001-009,"SYSTEM COMPONENT LIST - 10-
1E09-J-000-05 - FIRE AND GAS
DETECTION"
2008,NM,079254C-1E09-NM-9001-010,"SYSTEM COMPONENT LIST - 10-
1E09-F-000-02 - DELUGE SYSTEMS"
2009,NM,079254C-1E09-NM-9001-011,"SYSTEM COMPONENT LIST - 10-
1E09-X-000-01 - OILY WATER
SEWER"
2010,NM,079254C-1E09-NM-9001-012,"SYSTEM COMPONENT LIST - 10-
1E09-X-000-04 - AMINE CLOSED
DRAIN"
2011,NM,079254C-1E09-NM-9001-013,"SYSTEM COMPONENT LIST - 10-
1E09-U-000-01 - INSTRUMENT AIR"
2012,NM,079254C-1E09-NM-9001-014,"SYSTEM COMPONENT LIST - 10-
1E09-U-000-02 - PLANT AIR"
2013,NM,079254C-1E09-NM-9001-015,"SYSTEM COMPONENT LIST - 10-
1E09-U-000-03 - NITROGEN"
2014,NM,079254C-1E09-NM-9001-016,"SYSTEM COMPONENT LIST - 10-
1E09-U-000-04 - SERVICE WATER"
2015,NM,079254C-1E09-NM-9001-017,"SYSTEM COMPONENT LIST - 10-
1E09-U-000-05 - POTABLE WATER"
2016,NM,079254C-1E09-NM-9001-018,"SYSTEM COMPONENT LIST - 10-
1E09-U-000-07 - COOLING WATER"
2017,NM,079254C-1E09-NM-9001-019,"SYSTEM COMPONENT LIST - 10-
1E09-U-000-08 - BOILER FEED
WATER"
2018,NM,079254C-1E09-NM-9001-020,"SYSTEM COMPONENT LIST - 10-
1E09-U-000-11 - LP STEAM"
