index,Document No.,Document Title
1746,079254C-1D05-NM-9001-020,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-05 - POTABLE WATER"
1747,079254C-1D05-NM-9001-021,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-07 - COOLING WATER"
1748,079254C-1D05-NM-9001-022,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-08 - BOILER FEED
WATER"
1749,079254C-1D05-NM-9001-023,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-09 - HPS / HSS"
1750,079254C-1D05-NM-9001-024,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-10 - MPS / MMS"
1751,079254C-1D05-NM-9001-025,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-11 - LP STEAM"
1752,079254C-1D05-NM-9001-026,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-15 - NATURAL GAS"
1753,079254C-1D05-NM-9001-027,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-16 - FUEL GAS"
1754,079254C-1D05-NM-9001-028,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-19 - TREATED WATER"
1755,079254C-1D05-NM-9001-029,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-34 - HP BOILER FEED
WATER"
1756,079254C-1D05-NM-9001-030,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-36 - HP NATURAL GAS"
1757,079254C-1D05-NM-9001-031,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-37 - LP FLARE"
1758,079254C-1D05-NM-9001-032,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-43 - ISS -
INTERMEDIATE PRESSURE STEAM"
1759,079254C-1D05-NM-9001-033,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-44 - LMS - LOW
MEDIUM PRESSURE STEAM"
1760,079254C-1D05-NM-9001-034,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-45 - STE - STEAM"
1761,079254C-1D05-NM-9001-035,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-46 - LFL - LIGHT
FLUSHING OIL"
1762,079254C-1D05-NM-9001-036,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-47 - HFL - HEAVY
FLUSHING OIL"
1763,079254C-1D05-NM-9001-037,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-48 - CND -
CONDENSATE"
1764,079254C-1D05-NM-9001-038,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-49 - BDH - BLOWDOWN"
1765,079254C-1D05-NM-9001-039,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-50 - LPS STEAM
TRACING"
1766,079254C-1D05-NM-9001-040,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-51 - MPS STEAM
TRACING"
1767,079254C-1D05-NM-9001-041,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-01 - FURNACE"
1768,079254C-1D05-NM-9001-042,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-02 - FRACTIONATOR"
1769,079254C-1D05-NM-9001-043,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-03 - FRACTIONATOR
OVERHEAD"
1770,079254C-1D05-NM-9001-044,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-04 - LCGO/HCGO
SECTION"
1771,079254C-1D05-NM-9001-045,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-05 - WET GAS
COMPRESSOR"
1772,079254C-1D05-NM-9001-046,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-06 -
ABSORBER/STRIPPER"
1773,079254C-1D05-NM-9001-047,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-07 - DEBUTANIZER"
1774,079254C-1D05-NM-9001-048,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-08 - CLOSED
BLOWDOWN"
1775,079254C-1D05-NM-9001-049,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-09 - HYDRAULIC
DECOKING"
1776,079254C-1D05-NM-9001-050,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-10 - COKE DRUMS"
1777,079254C-1D05-NM-9001-051,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-12 - REFINERY
SLUDGE"
1778,079254C-1D05-NM-9001-052,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-13 - CHEMICALS"
1779,079254C-1D05-NM-9001-053,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-14 - STRIPPED SOUR
WATER"
1780,079254C-1D05-NM-9001-054,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-15 - WET GAS
COMPRESSOR - LUBE OIL"
1781,079254C-1D05-NM-9001-055,"SYSTEM COMPONENT LIST - 15-
1D05-P-000-16 - DECOKING WATER
JET PUMPS 05-P-014 - LUBE OIL"
1782,079254C-1D05-NM-9001-056,"SYSTEM COMPONENT LIST - 15-
1D05-E-000-12 - STREET
LIGHTING"
1783,079254C-1D05-NM-9001-057,SYSTEM COMPONENT LIST - 15-1D05-E-000-14 - AVIATION LIGHTING
1784,079254C-1D05-NM-9001-058,"SYSTEM COMPONENT LIST - 15-
1D05-F-000-01 - FIRE FIGHTING
AND SAFETY DEVICES"
1785,079254C-1D05-NM-9001-059,"SYSTEM COMPONENT LIST - 15-
1D05-U-000-17 - FIRE WATER"
1786,079254C-1D05-MTO-1745-005,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-101)"
1787,079254C-1D05-MTO-1745-005,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-101)"
1788,079254C-1D05-MTO-1745-010,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-102)"
1789,079254C-1D05-MTO-1745-010,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-102)"
1790,079254C-1D05-MTO-1745-011,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-103)"
1791,079254C-1D05-MTO-1745-011,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-103)"
1792,079254C-1D05-MTO-1745-012,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-104)"
1793,079254C-1D05-MTO-1745-012,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-104)"
1794,079254C-1D05-MTO-1745-013,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-200))"
1795,079254C-1D05-MTO-1745-014,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-400)"
1796,079254C-1D05-MTO-1745-014,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-400)"
1797,079254C-1D05-MTO-1745-015,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-300)"
1798,079254C-1D05-MTO-1745-015,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-300)"
1799,079254C-1D05-MTO-1745-018,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-443)"
1800,079254C-1D05-MTO-1745-018,"MATERIAL TAKE-OFF FOR
FOUNDATION FOR MISC. PIPE
SUPPORTS (05-IS-443)"
1801,079254C-1D05-MTO-1845-006,"MATERIAL TAKE-OFF FOR STEEL
SUPPORT - 05-IS-1000"
1802,079254C-1D05-MTO-1845-006,"MATERIAL TAKE-OFF FOR STEEL
SUPPORT - 05-IS-1000"
1803,079254C-1D05-MTO-1845-009,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-101"
1804,079254C-1D05-MTO-1845-009,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-101"
1805,079254C-1D05-MTO-1845-010,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-102"
1806,079254C-1D05-MTO-1845-010,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-102"
1807,079254C-1D05-MTO-1845-011,"MATERIAL TAKE OFF FOR MISC.
PIPE SUPPORTS 05-IS-103"
1808,079254C-1D05-MTO-1845-011,"MATERIAL TAKE OFF FOR MISC.
PIPE SUPPORTS 05-IS-103"
1809,079254C-1D05-MTO-1845-012,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-104"
1810,079254C-1D05-MTO-1845-012,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-104"
1811,079254C-1D05-MTO-1845-013,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-200"
1812,079254C-1D05-MTO-1845-013,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-200"
1813,079254C-1D05-MTO-1845-014,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-400"
1814,079254C-1D05-MTO-1845-014,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-400"
1815,079254C-1D05-MTO-1845-015,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-300"
1816,079254C-1D05-MTO-1845-015,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-300"
1817,079254C-1D05-MTO-1845-017,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-500"
1818,079254C-1D05-MTO-1845-017,"MATERIAL TAKE-OFF FOR MISC.
PIPE SUPPORTS - 05-IS-500"
1819,079254C-1D05-MTO-1845-018,"MATERIAL TAKE-OFF FOR
MISC. STEEL PIPE SUPPORTS 05-
IS-443"
1820,079254C-1D05-MTO-1845-018,"MATERIAL TAKE-OFF FOR
MISC. STEEL PIPE SUPPORTS 05-
IS-443"
1821,079254C-1D05-PID-0021-006-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 1
DROPOUT DOORS DETAILS"
1822,079254C-1D05-PID-0021-006-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 1
DROPOUT DOORS DETAILS"
1823,079254C-1D05-PID-0021-006-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 1
DROPOUT DOORS DETAILS"
1824,079254C-1D05-PID-0021-006-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 1
DROPOUT DOORS DETAILS"
1825,079254C-1D05-PID-0021-006-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 1
DROPOUT DOORS DETAILS"
1826,079254C-1D05-PID-0021-007-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 2
DROPOUT DOORS DETAILS"
1827,079254C-1D05-PID-0021-007-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 2
DROPOUT DOORS DETAILS"
1828,079254C-1D05-PID-0021-007-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 2
DROPOUT DOORS DETAILS"
1829,079254C-1D05-PID-0021-007-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 2
DROPOUT DOORS DETAILS"
1830,079254C-1D05-PID-0021-007-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 2
DROPOUT DOORS DETAILS"
1831,079254C-1D05-PID-0021-008-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 3
DROPOUT DOORS DETAILS"
1832,079254C-1D05-PID-0021-008-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 3
DROPOUT DOORS DETAILS"
1833,079254C-1D05-PID-0021-008-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 3
DROPOUT DOORS DETAILS"
1834,079254C-1D05-PID-0021-008-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 3
DROPOUT DOORS DETAILS"
1835,079254C-1D05-PID-0021-008-02,"PIPING AND INSTRUMENT DIAGRAM
DELAYED COKER UNIT (DCU) COKER
FURNACE CELL 3
DROPOUT DOORS DETAILS"
1836,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1837,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1838,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1839,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1840,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1841,079254C-1D05-PID-0021-033-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LCGO PRODUCT PUMPS AND RICH SPONGE OIL EXCHANGER
1842,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1843,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1844,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1845,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1846,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1847,079254C-1D05-PID-0021-051-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) DEBUTANIZER REBOILER & CONDENSATE POT
1848,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1849,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1850,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1851,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1852,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1853,079254C-1D05-PID-0021-055-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) SPONGE OIL ABSORBER AND OVERHEAD GAS COOLER
1854,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1855,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1856,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1857,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1858,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1859,079254C-1D05-PID-0021-056-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) LEAN SPONGE OIL COALESCER
1860,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1861,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1862,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1863,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1864,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1865,079254C-1D05-PID-0021-057-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) PRESATURATED LEAN OIL PUMPS AND WATER DRAWOFF POT
1866,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1867,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1868,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1869,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1870,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1871,079254C-1D05-PID-0021-060-01,PIPING AND INSTRUMENT DIAGRAM DELAYED COKER UNIT (DCU) HSO RECYCLE EXCHANGER AND CONDENSATE POT
1872,079254C-1D05-PID-0021-414-01,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
ESD LOGIC RESET & MASTER POS
ENABLE"
1873,079254C-1D05-PID-0021-500-01,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
EDG LOGIC UNDER ELECTRICAL
SUBSTATION
AREA D POWER FAILURE"
1874,079254C-1D05-PID-0021-691-01,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1875,079254C-1D05-PID-0021-691-01,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1876,079254C-1D05-PID-0021-691-01,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1877,079254C-1D05-PID-0021-691-02,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1878,079254C-1D05-PID-0021-691-02,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1879,079254C-1D05-PID-0021-691-02,"PIPING AND INSTRUMENT DIAGRAM
- DELAYED COKER UNIT (DCU) -
CONDENSATE POTS DETAILS"
1880,079254C-1D05-SP-0810-009,"MECHANICAL DATA SHEET FOR HSO
RECYCLE EXCHANGER CONDENSATE
POT 05-V-009"
1881,079254C-1D05-SP-0810-014,"MECHANICAL DATA SHEET FOR
PRESATURATOR WATER DRAOFF POT
05-V-021"
1882,079254C-1D05-SP-0810-015,"MECHANICAL DATA SHEET FOR
DEBUTANIZER REBOILER
CONDENSATE POT 05-V-015"
1883,079254C-1D05-SP-0844-001,"MECHANICAL DATA SHEET FOR
SPONGE OIL COALESCER 05-V-020"
1884,079254C-1D05-TSI-PTJ-13-00014,"TECHNICAL SITE INSTRUCTION -
MISSING SPOOLS ADDED AND
UPDATED CONTINUATION ON
ISOMETRICS"
1885,079254C-1D05-TSI-PTJ-13-00015,"TECHNICAL SITE INSTRUCTION -
ADJUST THE COMPONENTS BASED ON
THE LATEST INFORMATION FROM
THE VENDOR'S DRAWING AND PID"
1886,079254C-1D05-TSI-PTJ-13-00016,TECHNICAL SITE INSTRUCTION - UPDATED SUPPORT DIMENSION
1887,079254C-1D05-TSI-PTJ-13-00017,TECHNICAL SITE INSTRUCTION -UPDATED SUPPORT DIMENSION
1888,079254C-1D05-TSI-PTJ-13-00027,TECHNICAL SITE INSTRUCTION - SUPPORT S-1D05-093 UPDATE
1889,079254C-1D05-TSI-PTJ-13-00030,TECHNICAL SITE INSTRUCTION - SPECIAL SUPPORTS UPDATED AND REVISED
1890,079254C-1D05-TSI-PTJ-13-00031,TECHNICAL SITE INSTRUCTION - STD SUPPORTS REPLACED WITH SPECIAL SUPPORTS
1891,079254C-1D05-TSI-PTJ-13-00032,TECHNICAL SITE INSTRUCTION - PIPING COMPONENT UPDATED IN BOM
1892,079254C-1D05-TSI-PTJ-13-00034,TECHNICAL SITE INSTRUCTION STD SUPPORTS REPLACED WITH SPECIAL SUPPORTS
1893,079254C-1D05-TSI-PTJ-13-00036,TECHNICAL SITE INSTRUCTION - MODIFIED ROUTING DUE NEW POSITION NOZZLE
1894,079254C-1D05-TSI-PTJ-13-00042,TECHNICAL SITE INSTRUCTION -REVISED SUPPORT FOR SITECONDITION
1895,079254C-1D05-TSI-PTJ-13-00044,TECHNICAL SITE INSTRUCTION -REVISED SUPPORT FOR SITE CONDITION
1896,079254C-1D05-TSI-PTJ-13-00046,TECHNICAL SITE INSTRUCTION -REVISED SUPPORTS AND ROUTING AS PER SITE CONDITION
1897,079254C-1D05-TSI-PTJ-15-00004,TECHNICAL SITE INSTRUCTION - INSERT NEW TYPICAL SUPPORTS
1898,079254C-1D05-TSI-PTJ-17-00014,"TECHNICAL SITE INSTRUCTION -
POSITIONING / COORDINETES OF
FOUNDATION FOR: 05-V-026, 49-
BA-503, 49-P-503A/B, 49-SHT-
100"
1899,079254C-1D05-TSI-PTJ-17-00027,"TECHNICAL SITE INSTRUCTIONREDUCTION
OF LENGTH OF POCKET
FOR KNIFE GATE 05-BA-002"
1900,079254C-1D05-TSI-PTJ-17-00030,"TECHNICAL SITE INSTRUCTION -
POST-INSTALLATION OF VERTICAL
REBARS FOR PEDESTAL P10 OF 05-
E-001 FOUNDATION"
1901,079254C-1D05-TSI-PTJ-17-00031,"TECHNICAL SITE INSTRUCTION -
CLARIFICATION OF POSTINSTALLED
ANCHORS ON DETAIL 1
& DETAIL 2"
1902,079254C-1D05-TSI-PTJ-17-00034,"TECHNICAL SITE INSTRUCTION -
POSITION OF CHEMICAL BOLTS FOR
LADDER INSTALLATION IN BASINS,
MANHOLES AND CATCH BASINS"
1903,079254C-1D05-TSI-PTJ-17-00034,"TECHNICAL SITE INSTRUCTION -
POSITION OF CHEMICAL BOLTS FOR
LADDER INSTALLATION IN BASINS,
MANHOLES AND CATCH BASINS"
1904,079254C-1D05-TSI-PTJ-17-00035,"TECHNICAL SITE INSTRUCTION -
CLARIFICATION OF STEEL
REINFORCEMENT ON SLOPED SLAB
OF COKE DRUM STRUCTURE AND
POST-INSTALL"
1905,079254C-1D05-TSI-PTJ-17-00043,"TSI FOR LOCATION OF ISOLATED
SUPPORT FOUNDATIONS (05-IS-
443) AND UPDATED ISOMETRIC OF
4""-OSW-1D05CIV306-AFV0SU0-N"
1906,079254C-1D05-TSI-PTJ-18-00004,"TSI - EXTENSION OF MONORAIL
BEAM AND ADDITION OF NEW
SUPPORTING MEMBERS AS
ENFORCEMENT OF THE PLATFROM
STRUCTURE 05-PLT"
1907,079254C-1D05-TSI-PTJ-18-00005,"TSI - 05-STR-904 INSTALLATION
OF FIRE PROTECTION SHIELD (REI
120) INCLUDING THE SUPPORTING
STEEL ELEMENTS AND FIRE DOOR"
1908,079254C-1D05-TSI-PTJ-25-00004,"TECHNICAL SITE INSTRUCTION -
PIPE SUPPORTS MODIFICATION FOR
INTERNAL AGITATION RING 05-TK-
001"
1909,079254C-1D05-TSI-PTJ-25-00008,TECHNICAL SITE INSTRUCTION -INSTALLATION OF SUPPORT PLATEFOR INTERNAL PIPE SPOOL WELDEDTO NOZZLE 4N - 05-TK-001
1910,079254C-1D05-TSI-PTJ-68-00009,TECHNICAL SITE INSTRUCTION -ADDITIONAL NO. 4 BEAMS FOR THEINSTALLATION OF THE CROSSâ€¢-OVERSPRING SUPPORTS
1911,079254C-1D05-TSI-PTJ-68-00013,TECHNICAL SITE INSTRUCTION - MODIFICATION OF SUPPORT OF HOT FLUE GAS DUCT FOR HEATER 05-H-001
1912,nan,LIST AND REPORTS NM
1913,nan,SYSTEM COMPONENT LIST 9001
1914,079254C-1D49-NM-9001-001,"SYSTEM COMPONENT LIST - 15-
1D49-C-000-01 - STRUCTURES"
1915,079254C-1D49-NM-9001-002,"SYSTEM COMPONENT LIST - 15-
1D49-C-000-02 - PIPERACK"
1916,079254C-1D49-NM-9001-003,"SYSTEM COMPONENT LIST - 15-
1D49-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
1917,079254C-1D49-NM-9001-006,"SYSTEM COMPONENT LIST - 15-
1D49-U-000-01 - INSTRUMENT AIR"
1918,079254C-1D49-NM-9001-007,"SYSTEM COMPONENT LIST - 15-
1D49-U-000-02 - PLANT AIR"
1919,079254C-1D49-NM-9001-008,"SYSTEM COMPONENT LIST - 15-
1D49-U-000-04 - SERVICE WATER"
1920,079254C-1D49-NM-9001-009,"SYSTEM COMPONENT LIST - 15-
1D49-U-000-05 - POTABLE WATER"
1921,079254C-1D49-NM-9001-010,"SYSTEM COMPONENT LIST - 15-
1D49-P-000-01 - DEWATERED
SLUDGE"
1922,079254C-1D49-NM-9001-011,"SYSTEM COMPONENT LIST - 15-
1D49-P-000-02 - SLUDGE
DEWATERING PACKAGE"
1923,079254C-1D49-NM-9001-012,"SYSTEM COMPONENT LIST - 15-
1D49-P-000-03 - CHEMICALS -
POLYELECTROLYTE"
1924,079254C-1D49-PID-0031-003-01,"P&I DIAGRAM SDU UNIT
POLYELECTROLYTE STORAGE &
DOSING SYSTEM FOR SLUDGE
DEWATERING (EX. 079254C-1F52-
PID-0021-037-01)"
1925,079254C-1D49-PID-0031-003-01,"P&I DIAGRAM SDU UNIT
POLYELECTROLYTE STORAGE &
DOSING SYSTEM FOR SLUDGE
DEWATERING (EX. 079254C-1F52-
PID-0021-037-01)"
1926,079254C-1D49-PID-0031-003-01,"P&I DIAGRAM SDU UNIT
POLYELECTROLYTE STORAGE &
DOSING SYSTEM FOR SLUDGE
DEWATERING (EX. 079254C-1F52-
PID-0021-037-01)"
